geneGC	obsGC
37.42487286176607	36.468333333333334
37.42487286176607	36.51499999999999
37.42487286176607	37.26
37.42487286176607	47.11
37.42487286176607	36.74
37.42487286176607	44.01
37.42487286176607	39.78076923076923
37.42487286176607	39.513333333333335
37.42487286176607	39.48571428571429
37.42487286176607	33.296
37.42487286176607	37.856428571428566
37.42487286176607	38.48
37.42487286176607	40.36899999999999
37.42487286176607	37.1
37.42487286176607	42.096000000000004
37.42487286176607	32.36
37.42487286176607	38.82666666666666
37.42487286176607	40.093599999999995
37.42487286176607	38.402499999999996
37.42487286176607	38.94
37.42487286176607	32.785999999999994
37.42487286176607	41.27652173913042
37.42487286176607	43.596
